rule_d,word_d,pos_d,rule_d,words_m,poss_m,word_h,pos_h,special,order,rules_h,rules_am
rule754([num + ITFX] + adj -> adj),малокадровый,adj,rule754([num + ITFX] + adj -> adj),мало,num,кадровый,adj,,1;0,,
rule754([num + ITFX] + adj -> adj),полушерстяной,adj,rule754([num + ITFX] + adj -> adj),половина,noun,шерстяной,adj,,1;0,,
rule754([num + ITFX] + adj -> adj),полулегальный,adj,rule754([num + ITFX] + adj -> adj),половина,noun,легальный,adj,,1;0,,
rule754([noun + ITFX] + part -> adj),полуосвещенный,adj,rule754([num + ITFX] + adj -> adj),половина,noun,освещенный,part,,1;0,,
rule754([noun + ITFX] + part -> adj),полувьющийся,adj,rule754([num + ITFX] + adj -> adj),половина,noun,вьющийся,part,,1;0,,
rule754([num + ITFX] + adj -> adj),трехсекционный,adj,rule754([num + ITFX] + adj -> adj),три,num,секционный,adj,,1;0,,
rule754([noun + ITFX] + part -> adj),серосодержащий,adj,rule754([noun + ITFX] + part -> adj),сера,noun,содержащий,part,,1;0,,
rule754([noun + ITFX] + part -> adj),хлопкосеющий,adj,rule754([noun + ITFX] + part -> adj),хлопок,noun,сеющий,part,,1;0,,
rule754([noun + ITFX] + part -> adj),металлорежущий,adj,rule754([noun + ITFX] + part -> adj),металл,noun,режущий,part,,1;0,,
rule754([noun + ITFX] + part -> adj),угледобывающий,adj,rule754([noun + ITFX] + part -> adj),уголь,noun,добывающий,part,,1;0,,
rule754([noun + ITFX] + part -> adj),почвообрабатывающий,adj,rule754([noun + ITFX] + part -> adj),почва,noun,обрабатывающий,part,,1;0,,
rule754([noun + ITFX] + part -> adj),душераздирающий,adj,rule754([noun + ITFX] + part -> adj),душа,noun,раздирающий,part,,1;0,,
rule754([noun + ITFX] + part -> adj),водонасыщенный,adj,rule754([noun + ITFX] + part -> adj),вода,noun,насыщенный,part,,1;0,,
rule754([noun + ITFX] + part -> adj),газообеспеченный,adj,rule754([noun + ITFX] + part -> adj),газ,noun,обеспеченный,part,,1;0,,
rule754([adj + ITFX] + part -> adj),счётно-решающий,adj,rule754([adj + ITFX] + part -> adj),счётный,adj,решающий,part,,1;0,,
rule754([adj + ITFX] + part -> adj),приёмно-передающий,adj,rule754([adj + ITFX] + part -> adj),приёмный,adj,передающий,part,,1;0,,
rule754([adj + ITFX] + part -> adj),мертворожденный,adj,rule754([adj + ITFX] + part -> adj),мёртвый,adj,рождённый,part,,1;0,,
rule754([adj + ITFX] + part -> adj),новонайденный,adj,rule754([adj + ITFX] + part -> adj),новый,adj,найденный,part,,1;0,,
rule754([adj + ITFX] + part -> adj),новоприбывший,adj,rule754([adj + ITFX] + part -> adj),новый,adj,прибывший,part,,1;0,,
rule754([adj + ITFX] + adj -> adj),новоприезжий,adj,rule754([adj + ITFX] + adj -> adj),новый,adj,приезжий,adj,,1;0,,
rule754([adj + ITFX] + part -> adj),новоявившийся,adj,rule754([adj + ITFX] + part -> adj),новый,adj,явившийся,part,,1;0,,
rule754([adj + ITFX] + adj -> adj),свежемороженый,adj,rule754([adj + ITFX] + part -> adj),свежий,adj,мороженый,adj,,1;0,,
rule754([adj + ITFX] + part -> adj),свежевыбритый,adj,rule754([adj + ITFX] + part -> adj),свежий,adj,выбритый,part,,1;0,,
rule754([adj + ITFX] + part -> adj),свежесрубленный,adj,rule754([adj + ITFX] + part -> adj),свежий,adj,срубленный,part,,1;0,,
rule754([adj + ITFX] + part -> adj),общепринятый,adj,rule754([adj + ITFX] + part -> adj),общий,adj,принятый,part,,1;0,,
rule754([num + ITFX] + adj -> adj),стотысячесабельный,adj,,сто тысяч,num,сабельный,adj,,1;0,,
rule754([adj + ITFX] + adj -> adj),бело-розовый,adj,rule754([adj + ITFX] + adj -> adj),белый,adj,розовый,adj,,1;0,,
rule754([adj + ITFX] + adj -> adj),слепоглухонемой,adj,rule754([adj + ITFX] + adj -> adj),слепой;глухой,adj;adj,немой,adj,,1;0,,
rule754([adj + ITFX] + adj -> adj),торгово-промышленный,adj,rule754([adj + ITFX] + adj -> adj),торговый,adj,промышленный,adj,,1;0,,
rule754([adj + ITFX] + adj -> adj),советско-монгольский,adj,rule754([adj + ITFX] + adj -> adj),советский,adj,монгольский,adj,,1;0,,
rule754([adj + ITFX] + adj -> adj),плодово-ягодный,adj,rule754([adj + ITFX] + adj -> adj),плодовый,adj,ягодный,adj,,1;0,,
rule754([adj + ITFX] + adj -> adj),сушильно-очистительный,adj,rule754([adj + ITFX] + adj -> adj),сушильный,adj,очистительный,adj,,1;0,,
rule754([adj + ITFX] + adj -> adj),поисково-спасательный,adj,rule754([adj + ITFX] + adj -> adj),поисковый,adj,спасательный,adj,,1;0,,
rule754([adj + ITFX] + adj -> adj),научно-технический,adj,rule754([adj + ITFX] + adj -> adj),научный,adj,технический,adj,,1;0,,
rule754([adj + ITFX] + adj -> adj),медицинско-биологический,adj,rule754([adj + ITFX] + adj -> adj),медицинский,adj,биологический,adj,,1;0,,
rule754([adj + ITFX] + adj -> adj),сербскохорватский,adj,rule754([adj + ITFX] + adj -> adj),сербский,adj,хорватский,adj,,1;0,,
rule754([adj + ITFX] + adj -> adj),венгерско-советский,adj,rule754([adj + ITFX] + adj -> adj),венгерский,adj,советский,adj,,1;0,,
rule754([adj + ITFX] + adj -> adj),агитационно-массовый,adj,rule754([adj + ITFX] + adj -> adj),агитационный,adj,массовый,adj,,1;0,,
rule754([adj + ITFX] + adj -> adj),общеобязательный,adj,rule754([adj + ITFX] + adj -> adj),общий,adj,обязательный,adj,,1;0,,
rule754([adj + ITFX] + adj -> adj),низкокачественный,adj,rule754([adj + ITFX] + adj -> adj),низкий,adj,качественный,adj,,1;0,,
rule754([adj + ITFX] + adj -> adj),круглогодовой,adj,rule754([adj + ITFX] + adj -> adj),круглый,adj,годовой,adj,,1;0,,
rule754([adj + ITFX] + adj -> adj),круглогодичный,adj,rule754([adj + ITFX] + adj -> adj),круглый,adj,годичный,adj,,1;0,,
rule754([adj + ITFX] + adj -> adj),легкоатлетический,adj,rule754([adj + ITFX] + adj -> adj),легкий,adj,атлетический,adj,,1;0,,
rule754([adj + ITFX] + adj -> adj),светло-зелёный,adj,rule754([adj + ITFX] + adj -> adj),светлый,adj,зелёный,adj,,1;0,,
rule754([adj + ITFX] + adj -> adj),снежно-белый,adj,rule754([adj + ITFX] + adj -> adj),снежный,adj,белый,adj,,1;0,,
rule754([adj + ITFX] + adj -> adj),угольно-чёрный,adj,rule754([adj + ITFX] + adj -> adj),угольный,adj,чёрный,adj,,1;0,,
rule754([adj + ITFX] + adj -> adj),яблочно-холодный,adj,rule754([adj + ITFX] + adj -> adj),яблочный,adj,холодный,adj,,1;0,,
rule754([adj + ITFX] + adj -> adj),орехово-смуглый,adj,rule754([adj + ITFX] + adj -> adj),ореховый,adj,смуглый,adj,,1;0,,
rule754([adj + ITFX] + adj -> adj),бледно-зелёный,adj,rule754([adj + ITFX] + adj -> adj),бледный,adj,зелёный,adj,,1;0,,
rule754([adj + ITFX] + adj -> adj),светло-голубой,adj,rule754([adj + ITFX] + adj -> adj),светлый,adj,голубой,adj,,1;0,,
rule754([adj + ITFX] + adj -> adj),ярко-синий,adj,rule754([adj + ITFX] + adj -> adj),ярко-синий,adj,синий,adj,,1;0,,
rule754([adj + ITFX] + adj -> adj),тёмно-коричневый,adj,rule754([adj + ITFX] + adj -> adj),тёмный,adj,коричневый,adj,,1;0,,
rule754([adj + ITFX] + adj -> adj),ранневесенний,adj,rule754([adj + ITFX] + adj -> adj),ранний,adj,весенний,adj,,1;0,,
rule754([adj + ITFX] + adj -> adj),скороспелый,adj,rule754([adj + ITFX] + adj -> adj),скорый,adj,спелый,adj,,1;0,,
rule754([adj + ITFX] + adj -> adj),высокорослый,adj,rule754([adj + ITFX] + adj -> adj),высокий,adj,рослый,adj,,1;0,,
rule754([adj + ITFX] + adj -> adj),легкоплавкий,adj,rule754([adj + ITFX] + adj -> adj),легкий,adj,плавкий,adj,,1;0,,
rule754([adj + ITFX] + adj -> adj),сырокопчёный,adj,rule754([adj + ITFX] + adj -> adj),сырой,adj,копчёный,adj,,1;0,,
rule754([adj + ITFX] + adj -> adj),холоднотянутый,adj,rule754([adj + ITFX] + adj -> adj),холодный,adj,тянутый,adj,,1;0,,
rule754([adj + ITFX] + adj -> adj),быстроизменчивый,adj,rule754([adj + ITFX] + adj -> adj),быстрый,adj,изменчивый,adj,,1;0,,
rule754([adj + ITFX] + adj -> adj),широкошумный,adj,rule754([adj + ITFX] + adj -> adj),широкий,adj,шумный,adj,,1;0,,
rule754([adj + ITFX] + adj -> adj),вопросительно-растерянный,adj,rule754([adj + ITFX] + adj -> adj),вопросительный,adj,растерянный,adj,,1;0,,
rule754([adj + ITFX] + adj -> adj),пёстро-коричневый,adj,rule754([adj + ITFX] + adj -> adj),пёстрый,adj,коричневый,adj,,1;0,,
rule754([adj + ITFX] + adj -> adj),бело-рыжий,adj,rule754([adj + ITFX] + adj -> adj),белый,adj,рыжий,adj,,1;0,,
rule754([adj + ITFX] + adj -> adj),лисье-рысий,adj,rule754([adj + ITFX] + adj -> adj),лисий,adj,рысий,adj,,1;0,,
rule754([adj + ITFX] + adj -> adj),нагло-томный,adj,rule754([adj + ITFX] + adj -> adj),наглый,adj,томный,adj,,1;0,,
rule754([adj + ITFX] + adj -> adj),злобно-бесстыже-хвастливый,adj,rule754([adj + ITFX] + adj -> adj),злобный;бесстыжий,adj;adj,хвастливый,adj,,1;2;0,,
rule754([adj + ITFX] + adj -> adj),глухо-пепельно-оранжевый,adj,rule754([adj + ITFX] + adj -> adj),глухой;пепельный,adj;adj,оранжевый,adj,,1;2;0,,
rule754([adj + ITFX] + adj -> adj),красно-бело-зелёный,adj,rule754([adj + ITFX] + adj -> adj),красный;белый,adj;adj,зелёный,adj,,1;2;0,,
rule754([adj + ITFX] + adj -> adj),студёноводный,adj,rule754([adj + ITFX] + adj -> adj),студёный,adj,водный,adj,,1;0,,
rule754([adj + ITFX] + adj -> adj),легкодымный,adj,rule754([adj + ITFX] + adj -> adj),легкий,adj,дымный,adj,,1;0,,
rule754([adj + ITFX] + adj -> adj),широкопетлистый,adj,rule754([adj + ITFX] + adj -> adj),широкий,adj,петлистый,adj,,1;0,,
rule754([adj + ITFX] + adj -> adj),малоазиатский,adj,rule754([adj + ITFX] + adj -> adj),малый,adj,азиатский,adj,,1;0,,
rule754([adj + ITFX] + adj -> adj),электронно-вычислительный,adj,rule754([adj + ITFX] + adj -> adj),электронный,adj,вычислительный,adj,,1;0,,
rule754([adj + ITFX] + adj -> adj),вертикально-сверлильный,adj,rule754([adj + ITFX] + adj -> adj),вертикальный,adj,сверлильный,adj,,1;0,,
rule754([adj + ITFX] + adj -> adj),твёрдотопливный,adj,rule754([adj + ITFX] + adj -> adj),твёрдый,adj,твердотопливный,adj,,1;0,,
rule754([adj + ITFX] + adj -> adj),горюче-смазочный,adj,rule754([adj + ITFX] + adj -> adj),горючий,adj,смазочный,adj,,1;0,,
rule754([adj + ITFX] + adj -> adj),тактико-технический,adj,,тактический,adj,технический,adj,,1;0,,
rule754([adj + ITFX] + adj -> adj),верхневолжский,adj,rule754([adj + ITFX] + adj -> adj),верхний,adj,волжский,adj,,1;0,,
rule754([adj + ITFX] + adj -> adj),великоустюжский,adj,rule754([adj + ITFX] + adj -> adj),великий,adj,устюжский,adj,,1;0,,
rule754([adj + ITFX] + adj -> adj),южнородезийский,adj,rule754([adj + ITFX] + adj -> adj),южный,adj,родезийский,adj,,1;0,,
rule754([adj + ITFX] + adj -> adj),нижнеднестровский,adj,rule754([adj + ITFX] + adj -> adj),нижний,adj,днестровский,adj,,1;0,,
rule754([adj + ITFX] + adj -> adj),краснобогатырский,adj,rule754([adj + ITFX] + adj -> adj),красный,adj,богатырский,adj,,1;0,,
rule754([adj + ITFX] + adj -> adj),разносторонний,adj,rule754([adj + ITFX] + adj -> adj),разный,adj,сторонний,adj,,1;0,,
rule754([adj + ITFX] + adj -> adj),старомосковский,adj,rule754([adj + ITFX] + adj -> adj),старый,adj,московский,adj,,1;0,,
rule754([adj + ITFX] + adj -> adj),цельнометаллический,adj,rule754([adj + ITFX] + adj -> adj),цельный,adj,металлический,adj,,1;0,,
rule754([adj + ITFX] + adj -> adj),горнопроходческий,adj,rule754([adj + ITFX] + adj -> adj),горный,adj,проходческий,adj,,1;0,,
rule754([adj + ITFX] + adj -> adj),чистошерстяной,adj,rule754([adj + ITFX] + adj -> adj),чистый,adj,шерстяной,adj,,1;0,,
rule754([adj + ITFX] + adj -> adj),мелкозубчатый,adj,rule754([adj + ITFX] + adj -> adj),мелкий,adj,зубчатый,adj,,1;0,,
rule754([adj + ITFX] + adj -> adj),крупнозернистый,adj,rule754([adj + ITFX] + adj -> adj),крупный,adj,зернистый,adj,,1;0,,
rule754([adj + ITFX] + adj -> adj),крупнопузырчатый,adj,rule754([adj + ITFX] + adj -> adj),крупный,adj,пузырчатый,adj,,1;0,,
rule754([adj + ITFX] + adj -> adj),тонковолокнистый,adj,rule754([adj + ITFX] + adj -> adj),тонкий,adj,волокнистый,adj,,1;0,,
rule754([adj + ITFX] + adj -> adj),мелкокомковатый,adj,rule754([adj + ITFX] + adj -> adj),мелкий,adj,комковатый,adj,,1;0,,
rule754([adj + ITFX] + adj -> adj),мелкокудрявый,adj,rule754([adj + ITFX] + adj -> adj),мелкий,adj,кудрявый,adj,,1;0,,
rule754([adj + ITFX] + adj -> adj),вислобрюхатый,adj,rule754([adj + ITFX] + adj -> adj),вислый,adj,брюхатый,adj,,1;0,,
rule754([adj + ITFX] + adj -> adj),продольно-строгальный,adj,rule754([adj + ITFX] + adj -> adj),продольный,adj,строгальный,adj,,1;0,,
rule754([adj + ITFX] + adj -> adj),ярко-красный,adj,rule754([adj + ITFX] + adj -> adj),яркий,adj,красный,adj,,1;0,,
rule754([adj + ITFX] + adj -> adj),горнопромышленный,adj,rule754([adj + ITFX] + adj -> adj),горный,adj,промышленный,adj,,1;0,,
rule754([adj + ITFX] + adj -> adj),позднеспелый,adj,rule754([adj + ITFX] + adj -> adj),поздний,adj,спелый,adj,,1;0,,
rule754([adj + ITFX] + adj -> adj),первоапрельский,adj,rule754([adj + ITFX] + adj -> adj),первый,adj,апрельский,adj,,1;0,,
rule754([adj + ITFX] + adj -> adj),добрососедский,adj,rule754([adj + ITFX] + adj -> adj),добрый,adj,соседский,adj,,1;0,,
rule754([adj + ITFX] + adj -> adj),средневозрастной,adj,rule754([adj + ITFX] + adj -> adj),средний,adj,возрастной,adj,,1;0,,
rule754([adj + ITFX] + adj -> adj),тонкослоистый,adj,rule754([adj + ITFX] + adj -> adj),тонкий,adj,слоистый,adj,,1;0,,
rule754([adj + ITFX] + adj -> adj),плосковязальный,adj,rule754([adj + ITFX] + adj -> adj),плоский,adj,вязальный,adj,,1;0,,
rule754([adj + ITFX] + adj -> adj),общеизвестный,adj,rule754([adj + ITFX] + adj -> adj),общий,adj,известный,adj,,1;0,,
rule754([adj + ITFX] + adj -> adj),общеевропейский,adj,rule754([adj + ITFX] + adj -> adj),общий,adj,европейский,adj,,1;0,,
rule754([adj + ITFX] + adj -> adj),общеобязательный,adj,rule754([adj + ITFX] + adj -> adj),общий,adj,обязательный,adj,,1;0,,
rule754([adj + ITFX] + adj -> adj),общепартийный,adj,rule754([adj + ITFX] + adj -> adj),общий,adj,партийный,adj,,1;0,,
rule754([adj + ITFX] + adj -> adj),достопамятный,adj,rule754([adj + ITFX] + adj -> adj),достойный,adj,памятный,adj,,1;0,,
rule754([adj + ITFX] + adj -> adj),достопочтенный,adj,rule754([adj + ITFX] + adj -> adj),достойный,adj,почтенный,adj,,1;0,,
rule754([adj + ITFX] + adj -> adj),достопримечательный,adj,rule754([adj + ITFX] + adj -> adj),достойный,adj,примечательный,adj,,1;0,,
rule754([adj + ITFX] + adj -> adj),достоуважаемый,adj,rule754([adj + ITFX] + adj -> adj),достойный,adj,уважаемый,adj,,1;0,,
rule754([adj + ITFX] + adj -> adj),досточтимый,adj,rule754([adj + ITFX] + adj -> adj),достойный,adj,досточтимый,adj,,1;0,,
rule754([adj + ITFX] + adj -> adj),удобоисполнимый,adj,rule754([adj + ITFX] + adj -> adj),удобный,adj,исполнимый,adj,,1;0,,
rule754([adj + ITFX] + adj -> adj),неудобопонятный,adj,rule754([adj + ITFX] + adj -> adj),неудобный,adj,понятный,adj,,1;0,,
rule754([adj + ITFX] + adj -> adj),взаимоуважительный,adj,rule754([adj + ITFX] + adj -> adj),взаимный,adj,уважительный,adj,,1;0,,
rule754([adj + ITFX] + adj -> adj),обоюдовыгодный,adj,rule754([adj + ITFX] + adj -> adj),обоюдный,adj,выгодный,adj,,1;0,,
rule754([adj + ITFX] + adj -> adj),обоюдоострый,adj,rule754([adj + ITFX] + adj -> adj),обоюдный,adj,острый,adj,,1;0,,
rule754([noun + ITFX] + adj -> adj),тазобедренный,adj,rule754([noun + ITFX] + adj -> adj),таз,noun,бедренный,adj,,1;0,,
rule754([noun + ITFX] + adj -> adj),мясо-молочный,adj,rule754([noun + ITFX] + adj -> adj),мясо,noun,молочный,adj,,1;0,,
rule754([noun + ITFX] + adj -> adj),пусконаладочный,adj,rule754([noun + ITFX] + adj -> adj),пуск,noun,наладочный,adj,,1;0,,
rule754([noun + ITFX] + adj -> adj),звуко-буквенный,adj,rule754([noun + ITFX] + adj -> adj),звук,noun,буквенный,adj,,1;0,,
rule754([noun + ITFX] + adj -> adj),лесопарковый,adj,rule754([noun + ITFX] + adj -> adj),лес,noun,парковый,adj,,1;0,,
rule754([noun + ITFX] + adj -> adj),газонефтяной,adj,rule754([noun + ITFX] + adj -> adj),газ,noun,нефтяной,adj,,1;0,,
rule754([noun + ITFX] + adj -> adj),физико-математический,adj,rule754([noun + ITFX] + adj -> adj),физика,noun,математический,adj,,1;0,,
rule754([noun + ITFX] + adj -> adj),товаропассажирский,adj,rule754([noun + ITFX] + adj -> adj),товар,noun,пассажирский,adj,,1;0,,
rule754([noun + ITFX] + adj -> adj),засухоустойчивый,adj,rule754([noun + ITFX] + adj -> adj),засуха,noun,устойчивый,adj,,1;0,,
rule754([noun + ITFX] + adj -> adj),пылевлагонепроницаемый,adj,rule754([noun + ITFX] + adj -> adj),пыль;влага,noun;noun,непроницаемый,adj,,1;2;0,,
rule754([noun + ITFX] + adj -> adj),пожароопасный,adj,rule754([noun + ITFX] + adj -> adj),пожар,noun,опасный,adj,,1;0,,
rule754([noun + ITFX] + adj -> adj),любвеобильный,adj,rule754([noun + ITFX] + adj -> adj),любовь,noun,обильный,adj,,1;0,,
rule754([noun + ITFX] + adj -> adj),морозостойкий,adj,rule754([noun + ITFX] + adj -> adj),мороз,noun,стойкий,adj,,1;0,,
rule754([noun + ITFX] + adj -> adj),камнедробильный,adj,rule754([noun + ITFX] + adj -> adj),камень,noun,дробильный,adj,,1;0,,
rule754([noun + ITFX] + adj -> adj),полупрозрачный,adj,rule754([noun + ITFX] + adj -> adj),половина,noun,прозрачный,adj,,1;0,,
rule754([noun + ITFX] + adj -> adj),жаропрочный,adj,rule754([noun + ITFX] + adj -> adj),жар,noun,прочный,adj,,1;0,,
rule754([noun + ITFX] + adj -> adj),громоподобный,adj,rule754([noun + ITFX] + adj -> adj),гром,noun,подобный,adj,,1;0,,
rule754([noun + ITFX] + adj -> adj),морозостойкий,adj,rule754([noun + ITFX] + adj -> adj),мороз,noun,стойкий,adj,,1;0,,
rule754([noun + ITFX] + adj -> adj),трудоёмкий,adj,rule754([noun + ITFX] + adj -> adj),труд,noun,ёмкий,adj,,1;0,,
rule754([noun + ITFX] + adj -> adj),огнеупорный,adj,rule754([noun + ITFX] + adj -> adj),огонь,noun,упорный,adj,,1;0,,
rule754([noun + ITFX] + adj -> adj),платёжеспособный,adj,rule754([noun + ITFX] + adj -> adj),платёж,noun,способный,adj,,1;0,,
rule754([noun + ITFX] + adj -> adj),танкодоступный,adj,rule754([noun + ITFX] + adj -> adj),танк,noun,доступный,adj,,1;0,,
rule754([noun + ITFX] + adj -> adj),хлопкоуборочный,adj,rule754([noun + ITFX] + adj -> adj),хлопок,noun,уборочный,adj,,1;0,,
rule754([noun + ITFX] + adj -> adj),лесопатрульный,adj,rule754([noun + ITFX] + adj -> adj),лес,noun,патрульный,adj,,1;0,,
rule754([noun + ITFX] + adj -> adj),паровпускной,adj,rule754([noun + ITFX] + adj -> adj),пар,noun,впускной,adj,,1;0,,
rule754([noun + ITFX] + adj -> adj),мужеподобный,adj,rule754([noun + ITFX] + adj -> adj),муж,noun,подобный,adj,,1;0,,
rule754([noun + ITFX] + adj -> adj),звероподобный,adj,rule754([noun + ITFX] + adj -> adj),зверь,noun,подобный,adj,,1;0,,
rule754([noun + ITFX] + adj -> adj),обезьяноподобный,adj,rule754([noun + ITFX] + adj -> adj),обезьяна,noun,подобный,adj,,1;0,,
rule754([noun + ITFX] + adj -> adj),дельфиноподобный,adj,rule754([noun + ITFX] + adj -> adj),дельфин,noun,подобный,adj,,1;0,,
rule754([noun + ITFX] + adj -> adj),чугунолитейный,adj,rule754([noun + ITFX] + adj -> adj),чугун,noun,литейный,adj,,1;0,,
rule754([noun + ITFX] + adj -> adj),зубоврачебный,adj,rule754([noun + ITFX] + adj -> adj),зуб,noun,врачебный,adj,,1;0,,
rule754([noun + ITFX] + adj -> adj),шерстоткацкий,adj,rule754([noun + ITFX] + adj -> adj),шерсть,noun,ткацкий,adj,,1;0,,
rule754([noun + ITFX] + adj -> adj),паросиловой,adj,rule754([noun + ITFX] + adj -> adj),пар,noun,силовой,adj,,1;0,,
rule754([noun + ITFX] + adj -> adj),нефтеналивной,adj,rule754([noun + ITFX] + adj -> adj),нефть,noun,наливной,adj,,1;0,,
rule754([noun + ITFX] + adj -> adj),грузоподъёмный,adj,rule754([noun + ITFX] + adj -> adj),груз,noun,подъёмный,adj,,1;0,,
rule754([noun + ITFX] + adj -> adj),хлебозаготовительный,adj,rule754([noun + ITFX] + adj -> adj),хлеб,noun,заготовительный,adj,,1;0,,
rule754([noun + ITFX] + adj -> adj),шелкопрядильный,adj,rule754([noun + ITFX] + adj -> adj),шёлк,noun,прядильный,adj,,1;0,,
rule754([noun + ITFX] + adj -> adj),теневыносливый,adj,rule754([noun + ITFX] + adj -> adj),тень,noun,выносливый,adj,,1;0,,
rule754([noun + ITFX] + adj -> adj),засухоустойчивый,adj,rule754([noun + ITFX] + adj -> adj),засуха,noun,устойчивый,adj,,1;0,,
rule754([noun + ITFX] + adj -> adj),жирорастворимый,adj,rule754([noun + ITFX] + adj -> adj),жир,noun,растворимый,adj,,1;0,,
rule754([noun + ITFX] + adj -> adj),водонепроницаемый,adj,rule754([noun + ITFX] + adj -> adj),вода,noun,непроницаемый,adj,,1;0,,
rule754([adj + ITFX] + adj -> adj),самоокупаемый,adj,,сам,pron,окупаемый,adj,,1;0,,
rule754([adj + ITFX] + adj -> adj),самодовольный,adj,,сам,pron,довольный,adj,,1;0,,
rule754([adj + ITFX] + adj -> adj),самоуверенный,adj,,сам,pron,уверенный,adj,,1;0,,
rule754([adj + ITFX] + adj -> adj),самоуглубленный,adj,,сам,pron,углубленный,adj,,1;0,,
rule754([adj + ITFX] + adj -> adj),самовлюбленный,adj,,сам,pron,влюбленный,adj,,1;0,,
rule754([adj + ITFX] + adj -> adj),самоновейший,adj,,сам,pron,новейший,adj,,1;0,,
rule754([adj + ITFX] + adj -> adj),самоновейший,adj,,сам,pron,новейший,adj,,1;0,,
rule754([adj + ITFX] + adj -> adj),самоважнейший,adj,,сам,pron,важнейший,adj,,1;0,,
rule754([adj + ITFX] + adj -> adj),самомалейший,adj,,сам,pron,малейший,adj,,1;0,,
rule754([adj + ITFX] + adj -> adj),самоценный,adj,,сам,pron,ценный,adj,,1;0,,
rule754([adj + ITFX] + adj -> adj),самоочевидный,adj,,сам,pron,очевидный,adj,,1;0,,
rule754([adj + ITFX] + adj -> adj),самовольный,adj,,сам,pron,вольный,adj,,1;0,,
rule754([adj + ITFX] + adj -> adj),самовластный,adj,,сам,pron,властный,adj,,1;0,,
rule754([noun + ITFX] + part -> adj),самодвижущийся,adj,,сам,pron,движущийся,part,,1;0,,
rule754([noun + ITFX] + part -> adj),самотвердеющий,adj,,сам,pron,твердеющий,part,,1;0,,
rule754([noun + ITFX] + part -> adj),самопишущий,adj,,сам,pron,пишущий,part,,1;0,,
rule754([noun + ITFX] + part -> adj),самоопрокидывающийся,adj,,сам,pron,опрокидывающийся,part,,1;0,,
rule754([adj + ITFX] + adj -> adj),всенародный,adj,,всё,pron,народный,adj,,1;0,,
rule754([adj + ITFX] + adj -> adj),всепокорнейший,adj,,всё,pron,покорнейший,adj,,1;0,,
rule754([adj + ITFX] + adj -> adj),всевозможный,adj,,всё,pron,возможный,adj,,1;0,,
rule754([adj + ITFX] + adj -> adj),всесильный,adj,,всё,pron,сильный,adj,,1;0,,
rule754([adj + ITFX] + adj -> adj),всеславный,adj,,всё,pron,славный,adj,,1;0,,
rule754([adj + ITFX] + adj -> adj),всемилостивый,adj,,всё,pron,милостивый,adj,,1;0,,
rule754([adj + ITFX] + adj -> adj),всесовершенный,adj,,всё,pron,совершенный,adj,,1;0,,
rule754([adj + ITFX] + adj -> adj),всеблагой,adj,,всё,pron,благой,adj,,1;0,,
rule754([adj + ITFX] + adj -> adj),всенижайший,adj,,всё,pron,нижайший,adj,,1;0,,
rule754([adj + ITFX] + adj -> adj),всероссийский,adj,,всё,pron,российский,adj,,1;0,,
rule754([adj + ITFX] + adj -> adj),всеевропейский,adj,,всё,pron,европейский,adj,,1;0,,
rule754([adj + ITFX] + adj -> adj),всечеловеческий,adj,,всё,pron,человеческий,adj,,1;0,,
rule754([adj + ITFX] + adj -> adj),ежевечерний,adj,,еже-,prefixoid,вечерний,adj,,1;0,,
rule754([adj + ITFX] + adj -> adj),ежемесячный,adj,,еже-,prefixoid,месячный,adj,,1;0,,
rule754([adj + ITFX] + adj -> adj),еженедельный,adj,,еже-,prefixoid,недельный,adj,,1;0,,
rule754([adj + ITFX] + adj -> adj),ежеминутный,adj,,еже-,prefixoid,минутный,adj,,1;0,,
rule754([adj + ITFX] + adj -> adj),ежевоскресный,adj,,еже-,prefixoid,воскресный,adj,,1;0,,
rule754([adj + ITFX] + adj -> adj),ежеосенний,adj,,еже-,prefixoid,осенний,adj,,1;0,,
rule754([adj + ITFX] + adj -> adj),ежесменный,adj,,еже-,prefixoid,сменный,adj,,1;0,,
rule754([adj + ITFX] + adj -> adj),ежемгновенный,adj,,еже-,prefixoid,мгновенный,adj,,1;0,,
rule754([adj + ITFX] + adj -> adj),псевдонародный,adj,,псевдо-,prefixoid,народный,adj,,1;0,,
rule754([adj + ITFX] + adj -> adj),псевдорусский,adj,,псевдо-,prefixoid,русский,adj,,1;0,,
rule754([adj + ITFX] + adj -> adj),псевдоноваторский,adj,,псевдо-,prefixoid,новаторский,adj,,1;0,,
rule754([adj + ITFX] + adj -> adj),псевдоантичный,adj,,псевдо-,prefixoid,античный,adj,,1;0,,
rule754([adj + ITFX] + adj -> adj),псевдоглубокий,adj,,псевдо-,prefixoid,глубокий,adj,,1;0,,
rule754([adj + ITFX] + adj -> adj),квазинаучный,adj,,квази-,prefixoid,научный,adj,,1;0,,
rule754([adj + ITFX] + adj -> adj),квазиреволюционный,adj,,квази-,prefixoid,революционный,adj,,1;0,,
rule754([adj + ITFX] + adj -> adj),квазибезвыходный,adj,,квази-,prefixoid,безвыходный,adj,,1;0,,
rule754([noun + ITFX] + adj -> adj),биоэлектрический,adj,,био-,glroot,электрический,adj,,1;0,,
rule754([noun + ITFX] + adj -> adj),биостимулирующий,adj,,био-,glroot,стимулирующий,adj,,1;0,,
